song_id,title,artist,year,tempo,duration,key,mode,loudness
SOBQBWP12AB018611B,Niev nietch nievitch,Les Ogres De Barback,1999,137.888,254.06649,4,0,-6.01
SOCHXAE12AF72A25D6,White Feather,Wolfmother,2009,110.745,212.37506,4,0,-5.931
SOCRHCQ12A58A7C8C6,Christlike Roche,The Roches,1995,130.027,338.33751,2,0,-14.248
SOGMXBW12A6D4FB8D7,They Say (Album),Jupiter Rising,2007,119.979,193.4624,0,0,-5.913
SOFDTRZ12AB018DD11,Crawl Before You Ball (Album Version),Saafir,1999,188.886,234.762,5,1,-6.019
SOOGNJP12A8C1381AD,Medicate Myself,The Verve Pipe,2001,133.306,292.8322,9,1,-4.953
SOFUBCP12A8C13D5EF,Biding Her Time,Bob Neuwirth,1990,152.267,241.10975,4,1,-18.114
SOBUWPY12A8C1446C0,In This Life,Cama,2009,155.074,210.36363,1,0,-5.904
SORWXUP12A58A79E65,Groovin' In The Midnight,Maxi Priest,1991,61.971,301.81832,10,0,-8.095
SOJEVZW12A8C133988,Waiting,Porcupine Tree,1997,124.04,416.80934,6,0,-7.982
SODOLVO12B0B80B2F4,Hell,Foo Fighters,2005,152.127,117.002,7,1,-5.699
SOOSYMY12AB01888CD,I Got Over It (Album Version),Robben Ford,1988,154.322,203.98975,11,0,-11.976
SOFBQIA12AB0182219,Te Hacen Falta Vitaminas,Soda Stereo,1984,175.421,225.12281,11,0,-3.818
SOEXSIN12A8C133B0A,Christmas In Jamaica,Toni Braxton Featuring Shaggy,2001,149.94,219.01016,0,1,-5.21
SOTSMNJ12AB018365E,Gossippo Perpetuo,Perrey And Kingsley,2001,135.78,127.9473,0,1,-12.717
SOXCWTT12AC9075756,The Vitalized Shell,Enthroned,2010,135.535,240.74404,2,0,-4.878
SOAFIPD12A8C13A261,Mozart,Suzanne Ciani,1989,139.189,192.20853,2,1,-23.988
SOCVDYI12AC4687DDB,Lend Me Your Chopper,Johnny Osbourne,2004,163.445,215.30077,3,0,-9.741
SOEVGMZ12A8C1421B5,Letter To Heaven,Dolly Parton,1971,114.027,155.21914,7,0,-11.965
SOHTWLT12A8C13CFE1,Inside Job,Pearl Jam,2006,105.994,428.56444,4,0,-8.403
SOHHANU12A58A77C66,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Mastodon,2009,118.433,654.28853,7,0,-5.884
SOSGXRU12AAF3B2B07,Born and Raised In Compton,DJ Quik,1991,181.115,205.58322,7,0,-6.998
SOKPHVH12AB0187460,Relax,2-4 Grooves feat. Reki D.,2009,126.941,203.83302,4,0,-7.661
SOAYYDM12AB01817E6,Orgofart,Descendents,1986,89.495,140.66893,6,0,-28.347
SORAJXA12A58A7A4C9,Bitch Is Back,L.A. Guns,1988,102.259,201.09016,5,0,-2.869
SODJUNF12A8C13337F,Naked Albino,Bare Jr.,1998,107.529,254.79791,10,1,-7.309
SOLBIIE12AB0184DFC,Cooler Than You,Diesel Boy,1998,133.729,124.15955,11,1,-4.793
SOFPYXC12A58A7A4B9,Summer Dying Fast,Cradle Of Filth,1994,193.693,321.35791,2,0,-6.2
SOKIGWD12A6701DE9D,The Frail,Nine Inch Nails,1999,130.284,168.56771,7,0,-16.968
SOHXKAN12AC46872F1,Para Milladoiro,Susana Seivane,2010,152.013,350.71955,10,1,-13.038
SOLEYPL12A6D4F83CE,Snowball,Test Icicles,2005,75.031,190.24934,4,0,-4.172
SOZFCNC12A6D4F76F3,(We Don't Need This) Fascist Groove Thang,Heaven 17,1981,150.837,255.16363,7,1,-10.756
SOGTLVU12A8AE47D5D,Going Down Slow,Mance Lipscomb,2000,97.981,187.53261,11,1,-23.527
SONNOCP12A8C145220,Silent Hill,Moss,2009,111.079,329.35138,2,1,-7.672
SOJBYGW12A8C13A497,Master Of Disharmony,Dimmu Borgir,1996,140.458,282.53995,6,0,-4.2
SOQDTQP12A6D4F793F,(This Is Not A) Love Song (Live),Public Image Ltd,1983,132.506,388.28363,0,1,-16.433
SOJHKYL12A6D4FA0AC,What Are We Here For,Gary Moore,1997,153.862,345.93914,2,1,-6.951
SOJVWBA12AB018C326,Une petite pause,Pascal Sangla,2010,93.238,243.1473,9,1,-14.737
SONRSQW12A6D4F6D1C,Wig,The B-52's,1986,124.086,261.74649,0,1,-9.628
SOMKMPB12A8C1447D0,God Save the Queen (Live),Sex Pistols,1988,145.518,216.60689,9,1,-3.736
SOKENJQ12AB017EC8C,Sun Is Shining,Deekline & Wizard,2004,90.648,271.77751,0,1,-6.947
SOIKIJC12AC3DFB3D2,Have Yourself A Merry Little Christmas,Hem,2005,89.86,133.27628,5,1,-15.736
SOFJNQR12A6D4FAE92,U Killed It,Lily Allen,2006,156.097,264.69832,9,1,-5.871
SOCQWKZ12A8C13CE4C,(Bloody Paw On The) Kill Floor,Busdriver,2007,155.038,192.1824,6,1,-6.258
SONETAN12A58A7ACEB,I Wish My Mother Was Here,Byther Smith,1989,117.168,418.87302,1,1,-11.702
SOKEXTF12A8C13AE7E,Inolvidable,Bebo & Cigala,2003,132.967,198.26893,2,0,-14.509
SOUJISW12CF4E09416,Miracle,Bizarre Inc,1996,139.91,420.10077,11,1,-9.062
SOJKDKH12A58A761A2,Witch Weed (Live),Bongzilla,1999,95.882,397.26975,9,1,-6.788
SOTWWBZ12AB01845E0,Not Buried Deep Enough,The Gone Jackals,1995,135.175,229.79873,4,1,-12.772
SOIFOLA12AB017CDA1,The Cube (Live),S.U.P,2001,137.862,384.70485,11,0,-8.161
SOGOQGE12AB0182907,Spaceman,The Killers,2008,151.953,284.3424,4,1,-6.546
SOFSKON12A8C13B3B5,Illuminate,Orbital,2001,125.975,327.8624,0,1,-6.531
SOBOCAG12A6BD55D56,Never Forget Me,Bone Thugs-N-Harmony / Akon,2007,154.09,286.30159,1,1,-6.933
SONCYFS12A8C14261E,Ukkosenjumalan poika,Moonsorrow,2001,124.237,356.49261,9,1,-4.178
SOTNBNN12A6D4F6CC7,A B***** Is A B***** (Edited),N.W.A.,1989,97.099,168.75057,9,1,-8.91
SOXZLDX12A58A7CE52,Kick Out The Jams,Rage Against The Machine,2000,140.63,201.56036,9,1,-2.069
SOSKUNI12AB0187F12,Amber Changing,Rise Against,2003,186.254,218.8273,4,1,-3.803
SOSLFMU12AB018FFEA,Murder Academy,Ultraviolence,1995,210.47,303.04608,1,1,-10.57
SOOKISK12AB0180667,Hey Daddy,Korn,1999,94.057,224.522,7,1,-6.694
SOVTGXQ12A6D4FB9CA,Atmosphere Station,James Horner,1986,90.084,191.81669,9,1,-38.525
SOLKTEK12AB018BE1A,Walk Away,Tantric,2009,106.698,177.24036,2,1,-1.843
SODYZIU12A8C13FBD9,Shadows That Move,Mastodon,2001,89.78,233.58649,2,1,-3.937
SOJRCDU12AB0189D27,Smile,Xcultures,2000,107.177,38.3473,9,0,-16.006
SOZWHVZ12A6D4F90E7,Kite Live from Sydney,U2,2007,134.083,485.19791,3,1,-7.614
SOVHRBI12A81C22E02,Ever Be,Korn,2007,160.022,288.49587,10,1,-5.912
SOJTIKK12A8C13B15E,Palmer enquête,Alexandre Desplat,2004,128.173,70.26893,7,0,-16.942
SODWXQV12A6310F10D,English Summer Rain,Placebo,2003,108.264,241.52771,10,0,-7.255
SOQPPKZ12A58A7B1EC,Intro,Gertrudis,2009,97.76,106.52689,9,0,-12.385
SOXSUNF12A8C134195,Empress So Divine,Warrior King,2002,241.877,224.28689,10,1,-4.779
SOVRJYX12AB01844E1,Terapia De Amor Intensiva,Soda Stereo,1988,91.328,340.29669,7,1,-11.356
SOOGRLD12A8C132B2F,Lies Of Hate,Soul Asylum,1998,68.734,279.2224,11,0,-6.582
SOAESJW12A8C137CC2,Musical Episode,Horace Andy,2005,102.055,234.44853,10,0,-10.173
SOHCYVK12AB017BBF2,Beautiful Brown eyes,Jimmy Wakely,2001,109.065,155.95057,2,1,-14.123
SOSYVIZ12A8C141964,The Last Word (Amended Version),Rah Digga (Featuring Outsidaz),2000,201.802,256.80934,7,1,-7.307
SOTVEKK12A8C1392E1,Hard Times,RUN-DMC,1984,119.67,234.65751,1,1,-12.75
SOAKXET12CF5F86E71,Escapist,Nightwish,2007,143.97,301.06077,3,1,-4.144
SOYDHCW12A6D4F9A2E,Jeffrey's Dark Side,Angelo Badalamenti,1987,61.883,109.37424,6,1,-18.349
SOLHFZF12AB018AB3E,Pinned To The Ground (album version),Buzzhorn,2002,144.836,239.98649,9,0,-5.627
SOZEHMC12A6D4F9F30,Always And Never (Album Version),Silverstein,2005,108.499,229.642,2,1,-1.998
SOYHNTG12A6D4F5703,Myth Takes,!!!,2007,193.978,143.98649,11,0,-7.901
SOLCPEB12A58A7BF47,Who Shot Ya (Amended Album Version),The Notorious B.I.G.,2007,91.69,316.65587,4,1,-5.934
SOFOGMR12A8C140FFF,Poor Tom (Album Version),Led Zeppelin,1982,210.8,182.09914,1,1,-10.7
SOBJYXZ12A8AE45FF1,Wounded Hearts,Sandi Thom,2008,82.205,205.21751,4,1,-4.332
SOCVGQS12A8C13D7DF,When Morning Comes To Town,The Field Mice,1989,162.682,316.73424,3,1,-15.54
SOHCENZ12A8C13AC85,Hai Shava,Malkit Singh,1993,210.305,324.51873,5,1,-11.273
SOIKVVS12AB0184063,Nutty Block,Rodney O & Joe Cooley,1991,175.393,172.01587,1,0,-9.745
SOYCTBG12A8C144341,Until You Love Someone,Dean Martin,2005,128.459,165.66812,0,0,-10.917
SOMCCPJ12A8C142B6B,Part One From Triomusic,Strata,2004,109.671,377.67791,2,1,-21.787
SOONOZL12A6D4FC475,Same Man,Till West & DJ Delicious,2006,125.558,153.28608,1,1,-7.535
SOIHZMH12AB017DF93,Quiero Ir Ao Mar,Carlos Nuñez,2005,211.327,215.35302,9,0,-10.918
SOMWLCK12A8C135D69,Set You Free This Time,Gene Clark,1998,98.49,168.38485,9,1,-12.77
SOEMLQO12AB01808B6,Will You Love Me Tomorrow,The Shirelles,1960,68.283,159.76444,0,1,-9.79
SOIRGRL12AB0186BC2,Exchange,Abraham Laboriel,1995,93.106,368.16934,11,0,-8.489
SODTRPJ12A8C1377E9,Oh My God,Sticky Fingaz,2000,80.149,266.4224,6,0,-5.947
SOFVRCJ12AB018B4DA,Hoochie Coochie Man,The Jeff Healey Band,1989,107.197,313.7824,7,1,-11.488
SOFHQCR12A8C138A74,The Second Summer Of Love,Danny Wilson,1989,196.034,167.20934,7,1,-7.928
SOLWQFA12AB01899E8,Give It What U Got,SWAMI featuring Asuivre,2007,90.008,260.28363,10,0,-2.939
SOENDOQ12A8C139A41,Isla del Luna,Lisa Lynne,1999,95.981,316.49914,2,1,-14.544
SOTTXNS12AB0187861,Another Long One,Shawn Colvin,1989,210.871,224.60036,8,1,-13.256
SOPVXLX12A8C1402D5,Larger Than Life,Backstreet Boys,1999,112.787,236.25098,0,1,-5.12
SOAOIBZ12AB01815BE,I Hold Your Hand In Mine [Live At Royal Albert Hall],Tiny Tim,2000,93.779,43.36281,6,1,-23.996
SOTUKVB12AB0181477,Blessed Assurance,Glad,1993,192.702,270.602,2,1,-10.754
SOGVQGJ12AB017F169,Ten Tonne,Chase & Status,2005,174.993,337.68444,4,0,-5.134
SOFFKZS12AB017F194,A Higher Place (Album Version),Tom Petty,1994,129.122,236.17261,9,1,-4.954
SOXILUQ12A58A7C72A,Jenny Take a Ride,Mitch Ryder,2004,97.538,207.43791,9,1,-11.255
SONSKXP12A8C13A2C9,Native Soul,Danilo Perez,2003,159.233,197.19791,7,1,-16.113
SONWXQJ12A8C134D94,The Ballad Of Sleeping Beauty,Sophie B. Hawkins,1994,105.003,305.162,9,1,-6.301
SOINLJW12A8C13314C,City Slickers,Marc Shaiman,2008,134.566,149.86404,4,1,-18.341
SOGDBUF12A8C140FAA,Intro,40 Grit,2003,186.882,75.67628,11,1,-22.752
SORRZGD12A6310DBC3,Harajuku Girls,Gwen Stefani,2004,113.995,290.55955,1,1,-4.169
SODAUVL12A8C13D184,Prognosis,Steve Morse,2000,90.199,363.85914,4,1,-6.977
SOLCALW12A8C132870,Swallow The Knife (Live) (Segue),Story Of The Year,2005,100.032,75.57179,6,1,-7.626
SOPOIQJ12A6701C8CF,Mayday,Natural Elements,1998,185.88,338.1024,1,1,-6.318
SOUMWOQ12A8C13A949,Lake Of Dreams,Lisa Lynne,1998,94.031,298.10893,0,1,-12.811
SOIUJEF12A8C13C878,Because Of You,Neil Sedaka,1999,76.013,170.84036,4,0,-9.448
SOLUIMX12AB0189599,Rattlesnake!,A Static Lullaby,2008,202.233,213.49832,2,1,-5.537
SOCTPFZ12AAF3B45AE,Doppelgänger [Qliphothic Phantasmagoria],Coph Nia,2000,116.819,658.02404,5,0,-17.16
SOMYOQU12A8C13C2B4,Ghost Town Rituals (Album Version),Nights Like These,2006,124.872,305.89342,5,1,-4.053
SOADEBB12A8C1345D9,Tomorrow Gone,Stew,2003,100.621,179.9571,7,1,-10.968
SOMGTTY12AB0185986,Just A Little Lovin' (Will Go A Long Way),Eddy Arnold,1967,157.779,166.16444,11,1,-14.014
SOIKYMH12AB0186452,Shameless,All Time Low,2007,91.483,221.67465,2,1,-2.838
SOAXGUT12AB0184D53,L' Envers Du Décor,Richard Galliano,1999,76.296,261.74649,9,1,-15.008
SOWHNGE12A8C133D07,Quiet Time,Regina Belle,1993,92.672,307.33016,7,0,-8.916
SOLULNS12A8C13008E,Little Sister,Debbie Davies,1998,116.984,225.67138,7,1,-6.908
SOISHVF12A8AE496BB,From The Blind (LP Version),Daath,2006,97.151,230.86975,0,1,-3.325
SOVCZHI12A6D4FAB0D,The Date (Remix By Ana Rago),Avril - Remix By Ana Rago,2002,85.282,188.39465,6,1,-18.397
SOISSLO12AC96185B0,Böse,Die Fantastischen Vier,1991,120.001,149.99465,9,0,-5.165
SOOBSJW12A6D4FA2B2,BYOB (Explicit Album Version),Yung Joc,2007,174.019,193.64526,4,0,-5.797
SOACHGQ12AB018590E,Ven Morena,Orquesta Aragón,2003,92.606,173.68771,7,1,-7.113
SOQGZBE12A8C139160,Bloody Pig Pile (Live),Dropkick Murphys,2002,183.808,196.72771,9,0,-5.386
SONMGHJ12A8C137426,Hex Breaker,Taint,2009,92.044,281.46893,1,0,-4.583
SOFRROW12A6701CBEA,The Melting Moon (Edit),VHS Or Beta,2004,126.806,224.20853,9,0,-5.893
SOPWBZR12AB017C46D,L'accordéoniste,Les Hurlements D'leo,1999,104.307,182.04689,7,1,-7.693
SORSTBQ12A8C144986,Tumba Tumba,Charanga Forever,2000,203.964,367.43791,1,1,-6.622
SOHXSRS12CF530E601,Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,2005,188.924,215.53587,0,1,-2.315
SOQZWXR12AB017FDE3,Let Me Show You [I Just Want To Make You Smile],Marcus Miller,1983,125.147,280.13669,0,1,-13.078
SOGXQRO12A8AE47D50,Complain,Ayo,2006,128.689,212.71465,0,1,-11.26
SOFDHHB12AB0187788,Daydreaming [Jakwob Remix],Kid Sister,2009,140.026,277.2371,11,0,-3.573
SOPDAMI12A58A782EA,Ease,Public Image Ltd,1985,193.56,492.30322,9,1,-12.091
SORZHIP12A8C13EEB8,Everchanging,Rise Against,2001,122.006,260.8322,11,1,-8.576
SOIHMBZ12AC4688FD5,Too much informa,Sizzla,2005,190.01,203.96363,7,0,-6.832
SOWEMDM12AC3DFA56B,So Hot,Helen Love,1994,100.76,81.97179,2,0,-6.746
SOLZTXD12AB0189AEB,Italian For Goodbye (skit),The Pharcyde,2004,38.233,11.59791,0,1,-19.461
SOKBJCQ12A6D4F9DCB,Anti Geroi,Azis,2006,98.151,281.88689,0,1,-6.608
SOXLVKX12A6310E1C9,Stronger Than Me,Amy Winehouse,2003,91.198,256.10404,10,1,-7.758
SOOWWPQ12AB018E4B7,Only For The Young,George Lopez,2009,75.467,345.23383,4,1,-8.832
SOZQKUN12A58A7BE4B,So Jah Seh,Jackie Edwards,2006,161.796,256.62649,1,1,-12.102
SOCOQUZ12AB0181A1E,Warrior's Quest,Ensiferum,1999,179.988,291.02975,7,1,-4.507
SOXTQOC12A6D4F6C56,The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,1995,95.816,334.78485,1,1,-9.636
SOXHJSE12A8C1364FF,God Bless You (Goddamn it),A Static Lullaby,2005,80.41,237.42649,7,1,-4.621
SODUYOC12A67ADC8ED,The Illusionist,Scar Symmetry,2006,150.086,271.5424,6,0,-3.536
SOTAGIH12AB018152A,La Route Est Belle,Oztara,2005,191.929,207.51628,3,0,-5.786
SONKANV12AB017E5F0,Urgence,Sonia Dersion,2004,173.936,269.87057,5,0,-8.089
SOBCKIM12A8C13936C,Pero Me Acuerdo De Tí,Christina Aguilera,2000,117.984,266.73587,6,1,-7.834
SOPYZLU12A8C14193C,Our Darkest Days,Eighteen Visions,2006,131.079,172.19873,6,1,-4.806
SOVSLSQ12A6D4F8F77,California Dreamin' (LP Version),Baby Huey & The Baby Sitters,1971,132.973,288.36526,2,0,-10.895
SOHSGTX12A67020685,Don't Let Go,Weezer,2001,142.68,180.97587,2,1,-3.637
SOARVHI12AB018C588,U Don't Hear Me Tho' (Street Mix),Rodney O & Joe Cooley,1993,107.185,217.41669,1,1,-7.041
SOQLNGZ12A8C1314E8,Lonely Street,Boots Randolph,1963,101.485,150.20363,0,1,-11.927
SOUOYDQ12AB017EFFC,Undertow,Jackson United,2008,90.636,204.93016,11,1,-4.941
SONETAK12A6D4FB69A,Courtyard,Bobbie Gentry,1968,152.434,177.57995,2,1,-13.134
SOPJIAU12A8C13DF3A,Terra,Luar Na Lubre,2001,229.913,251.81995,2,0,-8.654
SOWCGOU12A81C2194D,A La Memoria Del Muerto,Fruko Y Sus Tesos,2004,106.769,261.90322,10,0,-6.206
SOAQFIX12A6D4F8A72,Sayin' Dope,The Bucketheads,1995,120.876,365.71383,9,1,-14.979
SOLHMFG12A81C21E88,Now You Know,The Real Kids,1996,147.661,222.11873,11,1,-8.471
SOBXYZM12A8C140450,Reason With The Beast,Shriekback,2005,100.15,113.60608,2,1,-11.661
SOJISRJ12A8C1323D7,As Diehard As They Come (Album Version),Hatebreed,2006,85.771,136.95955,0,0,-3.806
SOXTTCW12A8C1331EF,No Unexpected Guests,John Frizzell,2002,210.898,133.19791,10,0,-23.685
SOKMFTY12AB0183216,Walls And Cannonballs (Album),Sister Hazel,2010,140.259,195.36934,5,1,-6.481
SONUYNP12C41E0741F,Trouble In The City,J.J. Cale,1983,133.398,202.94485,6,0,-18.863
SOSOQET12AB0181A68,Dark Angel,Precious Bryant,2005,91.538,193.72363,4,1,-9.131
SOCOICY12A8C140D18,Knocked Up,Kings Of Leon,2007,114.73,466.65098,9,1,-7.714
SORCBRS12A8C138350,Taste Of Dis (Explicit Version),Brooke Valentine,2005,111.936,261.53751,1,1,-6.825
SOTKKSP12A6BD53D32,Prvni vesela,Krystof,2006,93.015,262.55628,2,1,-7.499
SOGJYZW12A8C134DBD,Crass Commercialism,Black Flag,1982,70.649,1030.19057,0,1,-18.91
SOYRLBG12A8C145AD9,Rollercoaster Ride,Aaron Watson,2008,155.896,217.39057,4,1,-8.942
SOXBGFT12A8C13B4BF,Turning Away,Mary Black,1999,163.567,293.92934,5,0,-9.464
SOEVPYU12CF5827356,Panda Bear,Owl City,2007,150.066,187.6371,5,0,-7.188
SODPTKR12AAFF43568,Drifting From Town To Town,Bobby Bland,2006,105.927,181.49832,2,0,-10.269
SOLTRLC12A8C13E710,Negativ Song,Headliners,2006,88.001,169.56036,4,1,-4.969
SOUSQZF12A8C13BBB9,Ojos Gitanos,Cómplices,1991,100.051,307.56526,0,1,-5.959
SOQXUJL12A6D4FA238,Zolte Slonie,Kasia Stankiewicz,2006,134.051,304.06485,0,1,-7.114
SOKTTZL12A67ADC7CD,Sahti Waari,Turisas,2004,160.009,146.59873,0,1,-7.249
SOZDUEQ12A8C14440E,Nina Nina,Chéco Feliciano And Joe King,2006,87.976,273.65832,5,0,-3.865
SOUYCPO12AAF3B3E0B,You Are My Memoir,Stars Like Fleas,2007,103.936,264.51546,5,1,-7.401
SOSMXVH12A58A7CA6C,Pienso En Ti,Shakira,1995,115.066,148.1922,4,1,-19.976
SOBSKJV12A67AE0CC4,Mr. Prime Minister,Ms. Dynamite,2005,125.916,286.32771,9,0,-9.903
SODPLYE12AB01898FB,A New Hope,Blink-182,1997,200.716,225.12281,7,1,-7.315
SOMTZYN12A8AE471C0,Compulsory Resurrection,Abysmal Dawn,2008,125.086,250.3571,7,1,-5.766
SOLRRKL12A6D4F9A14,Party Til The Cows Come Home,Elvin Bishop,2005,150.013,254.56281,7,1,-5.208
SOVXNAP12A81C234AE,Into A Swan,Siouxsie,2007,115.033,234.55302,8,1,-6.931
SOKCFEJ12AB017BE83,The Joes Mobilize,Alan Silvestri,2009,154.172,504.05832,8,1,-10.586
SORMWFU12AB0185891,So Unhappy,Byther Smith,2004,94.554,269.7922,0,1,-10.483
SOMXSEH12A8C1371EA,San Cristobal,Dusminguet,2001,196.188,199.13098,5,1,-4.314
SOTSZZK12AB0189F9D,Kashmiri Love Song,Rudolph Valentino,1992,101.621,184.73751,7,1,-20.846
